well_id,easting,northing,depth_tvd_m,porosity_pct,gamma_ray_api,bulk_density_gcc,formation_thickness_m,formation_top_tvd,formation_base_tvd
EVD-01,136997.0,441189.0,1857.32568541,2.48122647080406,34.135597,2.708602,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1857.22721541,2.25516297782527,34.029579,2.704588,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1857.1287454099997,2.4202672216396444,33.661469,2.699532,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1857.0302754099998,2.8270279507426253,33.022896,2.693104,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1856.93180541,3.2711425651654658,32.00264,2.687574,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1856.8333354099998,3.56458367659355,30.584808,2.688078,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1856.7348654099999,3.544668020888224,29.007034,2.699311,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1856.6363954099997,3.2472200181089903,27.435844,2.717121,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1856.5379254099998,2.858225093590381,25.97253,2.731019,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1856.43945541,2.5413046893076157,24.582161,2.735389,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1856.3409854099998,2.292105041281637,23.806061,2.735233,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1856.24251541,2.0865877142016895,24.151642,2.735993,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1856.1440454099998,2.1134299299613932,25.225685,2.730711,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1856.0455754099999,2.385133140772661,26.846359,2.718017,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1855.94710541,2.8072546507692344,28.479057,2.702768,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1855.8486354099998,3.299938949010734,29.689583,2.688874,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1855.75016541,3.8313023101738555,30.444504,2.677033,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1855.6516954099998,4.296011791398437,31.002869,2.666255,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1855.5532254099999,4.422692217043277,31.390118,2.659599,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1855.45475541,4.165108803534878,31.550617,2.661278,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1855.3562854099998,3.6019175766068106,31.562325,2.672501,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1855.25781541,2.9192006587365196,31.741489,2.687001,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1855.1593454099998,2.3727532522778816,32.250168,2.695801,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1855.0608754099999,2.1505334338165483,33.014313,2.695531,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1854.96240541,2.1831527380435887,34.055481,2.691753,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1854.8639354099998,2.3016343028911717,35.38591,2.69249,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1854.76546541,2.4371478423873576,36.799042,2.698951,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1854.6669954099998,2.6490443794230885,38.105698,2.704561,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1854.56852541,2.9698400671534664,39.127762,2.702804,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1854.47005541,3.3491229967323655,39.792175,2.691641,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1854.3715854099999,3.792371066137653,39.871178,2.671985,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1854.27311541,4.185649592218411,39.357346,2.650058,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1854.1746454099998,4.41780728415311,38.633987,2.632697,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1854.07617541,4.486124774180906,37.706444,2.622567,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1853.97770541,4.4780345936748365,36.631668,2.616705,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1853.8792354099999,4.506669955180474,35.432213,2.61023,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1853.78076541,4.609648812666174,33.939957,2.602163,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1853.6822954099998,4.767163967409791,32.230255,2.595335,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1853.58382541,4.9468953313406985,30.577187,2.591578,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1853.48535541,5.166043700245869,29.910252,2.588164,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1853.3868854099999,5.437028597849885,30.361176,2.584263,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1853.28841541,5.710015700455411,31.287975,2.583219,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1853.1899454099998,6.016392782078176,32.428345,2.584813,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1853.09147541,6.297038503638079,33.434349,2.587457,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1852.99300541,6.462059224553062,34.068779,2.589955,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1852.89453541,6.5471153959993185,34.291962,2.590425,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1852.79606541,6.588076045866211,34.309158,2.589374,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1852.6975954099998,6.6008664480463315,34.279579,2.588707,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1852.59912541,6.678091549767301,34.214615,2.586412,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1852.50065541,6.8802906329016595,34.080902,2.579915,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1852.40218541,7.155019785356963,33.808372,2.570646,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1852.30371541,7.409206801393182,33.347481,2.562238,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1852.2052454099999,7.583593180918717,32.754547,2.55645,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1852.10677541,7.699234039060628,32.098389,2.551548,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1852.00830541,7.793232080729328,31.470783,2.545096,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1851.90983541,7.863693186396743,30.932064,2.538748,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1851.81136541,7.868571630196543,30.563213,2.536521,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1851.7128954099999,7.8137199448115435,30.357143,2.53718,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1851.61442541,7.769286621763259,30.273418,2.537282,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1851.51595541,7.7807861016438356,30.391823,2.535648,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1851.41748541,7.8934609631896135,30.668324,2.532786,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1851.31901541,8.054637436472824,31.017368,2.530467,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1851.2205454099999,8.174690336735694,31.343334,2.530745,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1851.12207541,8.20072735950352,31.687843,2.535172,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1851.02360541,8.141877511566424,32.106789,2.542792,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1850.92513541,8.06584201374171,32.865295,2.549282,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1850.82666541,8.01719777965744,33.8339,2.552701,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1850.72819541,8.001857975750951,34.889565,2.553854,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1850.62972541,8.007302931803109,36.113632,2.554117,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1850.53125541,8.00226617574533,37.463974,2.554864,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1850.43278541,7.9663534664800615,38.93615,2.55678,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1850.33431541,7.9126170157190625,38.92514,2.558904,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1850.23584541,7.8731009478011025,37.591034,2.558932,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1850.13737541,7.911782082975021,35.519791,2.553994,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1850.03890541,8.080037937095504,33.678207,2.543483,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1849.94043541,8.387797237297034,32.261253,2.527182,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1849.84196541,8.771713873210246,31.17701,2.507443,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1849.74349541,9.100765658709506,30.611244,2.490127,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1849.64502541,9.318248734652258,30.375832,2.477718,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1849.54655541,9.442665032549119,30.221333,2.469234,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1849.44808541,9.489953923712648,30.179134,2.463636,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1849.34961541,9.475491041693484,30.222042,2.460875,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1849.25114541,9.414112581205302,30.248737,2.461314,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1849.15267541,9.315923909851772,30.088436,2.465574,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1849.0542054100001,9.243851314737785,29.695274,2.471953,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1848.95573541,9.289923962357893,29.058064,2.476067,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1848.85726541,9.464848301475822,28.407642,2.477974,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1848.75879541,9.724017145951276,27.963848,2.479128,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1848.66032541,10.027634375333378,27.96508,2.479185,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1848.5618554100001,10.342149517732393,28.439926,2.48,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1848.46338541,10.55475911181741,29.14814,2.484628,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1848.3649154099999,10.601974107002489,29.734325,2.493104,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1848.26644541,10.526551595374475,29.955914,2.500256,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1848.16797541,10.46921980546059,29.84296,2.500312,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1848.06950541,10.503313088316391,29.237648,2.493924,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1847.9710354099998,10.560854562372,28.29908,2.486035,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1847.8725654099999,10.574059320884462,27.412628,2.47994,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1847.7740954099997,10.56632039269855,26.553219,2.473841,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1847.6756254099998,10.574912608630676,25.638733,2.468289,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1847.57715541,10.539783804925888,24.641285,2.467915,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1847.4786854099998,10.381309064561606,24.072792,2.473297,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1847.38021541,10.113504889472392,24.18314,2.482398,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1847.2817454099998,9.81393199021679,24.528191,2.493087,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1847.1832754099999,9.598978034179492,25.048149,2.501173,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1847.08480541,9.537883426949557,25.58036,2.503688,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1846.9863354099998,9.602157708639691,26.024639,2.501696,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1846.88786541,9.764801201038765,26.2771,2.497746,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1846.7893954099998,9.998761079907675,26.22654,2.494017,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1846.6909254099999,10.262521410729853,25.880272,2.49076,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1846.59245541,10.51218842277003,25.451118,2.487021,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1846.4939854099998,10.70860752420629,25.276947,2.481237,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1846.39551541,10.835243109955318,25.325962,2.472872,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1846.2970454099998,10.880317850560335,25.648071,2.46385,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1846.1985754099999,10.86240828775221,26.209545,2.456063,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1846.10010541,10.854917593772388,26.937611,2.449688,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1846.0016354099998,10.861880516603058,27.673977,2.446184,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1845.90316541,10.835051241160448,28.179115,2.448327,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1845.8046954099998,10.71600890068967,28.428265,2.457741,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1845.70622541,10.49531052047122,28.453503,2.472708,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1845.5092854099998,10.295421024275463,28.459961,2.487276,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1845.5092854099998,10.20596181946382,28.459961,2.49204,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1845.41081541,10.364106934929556,28.460953,2.485426,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1845.3123454099998,10.587898751637336,28.475201,2.475094,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1845.21387541,10.766917278940213,28.546902,2.468756,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1845.11540541,10.826750551196312,28.720173,2.47156,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1845.0169354099999,10.729710222579916,28.969799,2.483027,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1844.91846541,10.476871218768927,29.225307,2.496142,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1844.8199954099998,10.189511186258414,29.466454,2.504325,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1844.72152541,9.971762977030721,29.768856,2.50701,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1844.62305541,9.856413837914227,30.201977,2.50502,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1844.5245854099999,9.82170026637419,30.816177,2.501292,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1844.42611541,9.862627278307356,31.530666,2.498177,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1844.3276454099998,9.98342934942087,32.40519,2.495408,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1844.22917541,10.087315129015364,33.476189,2.49466,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1844.13070541,10.009694118546907,34.647095,2.499708,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1844.0322354099999,9.837655273802035,35.806427,2.506468,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1843.93376541,9.662276270397927,36.727234,2.511037,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1843.8352954099998,9.442727527674087,37.232849,2.515933,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1843.73682541,9.180855533850188,37.366806,2.521044,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1843.63835541,8.954323170940283,37.35186,2.524332,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1843.53988541,8.809096301242246,37.323357,2.52607,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1843.44141541,8.6982570751402,37.255272,2.529146,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1843.3429454099999,8.599191203280785,37.121513,2.533236,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1843.24447541,8.557192107508422,36.929375,2.533577,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1843.14600541,8.561684493475742,36.654602,2.53027,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1843.04753541,8.537210993270488,36.236237,2.527533,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1842.94906541,8.431410407503162,35.496216,2.528554,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1842.8505954099999,8.268738915567353,34.615852,2.532966,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1842.75212541,8.127713045774438,33.928497,2.5372,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1842.65365541,8.074675429149902,33.864174,2.537744,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1842.55518541,8.102925417159993,34.025566,2.535572,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1842.45671541,8.161027561519187,33.904228,2.533643,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1842.3582454099999,8.218984990393583,33.354683,2.533096,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1842.25977541,8.25958314906499,32.808403,2.533552,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1842.16130541,8.310610633836768,32.5896,2.532762,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1842.06283541,8.41767643513812,32.724167,2.528389,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1841.96436541,8.555247739428776,33.0606,2.522645,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1841.86589541,8.62728690375226,33.453606,2.520935,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1841.76742541,8.579454237334632,33.906975,2.525726,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1841.66895541,8.476058662359879,34.221298,2.532806,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1841.57048541,8.406761711144512,34.263519,2.536843,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1841.47201541,8.36066312766419,33.666039,2.538134,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1841.37354541,8.327986850520784,32.665031,2.537611,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1841.27507541,8.33316199104123,31.559525,2.535016,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1841.17660541,8.388776097763834,30.645264,2.53062,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1841.07813541,8.516146350813553,30.092911,2.524153,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1840.97966541,8.720305437863008,29.974503,2.515193,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1840.88119541,8.987313704344608,30.251587,2.504006,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1840.78272541,9.242620264227138,30.637569,2.4934,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1840.68425541,9.40044511710574,30.91119,2.487131,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1840.58578541,9.464946327421316,30.855343,2.484812,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1840.48731541,9.466641190259374,30.488796,2.484832,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1840.38884541,9.439848478838726,29.816242,2.485642,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1840.29037541,9.3938451308649,28.87883,2.487031,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1840.1919054100001,9.383295252882519,27.820663,2.487854,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1840.09343541,9.461161572252525,26.690327,2.4862,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1839.99496541,9.61513727773129,25.634834,2.481962,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1839.89649541,9.820930676683588,24.800152,2.475728,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1839.79802541,10.0593300691601,24.388519,2.468386,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1839.6995554100001,10.280389815740334,24.372467,2.46181,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1839.60108541,10.424086010833546,24.565792,2.458437,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1839.50261541,10.475343328694635,24.858025,2.459016,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1839.40414541,10.459010288380524,25.218826,2.461364,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1839.3056754099998,10.406426425594951,25.647461,2.464256,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1839.20720541,10.331683463963639,26.197285,2.468042,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1839.1087354099998,10.308412089400123,26.803474,2.469767,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1839.0102654099999,10.400561428221351,27.369862,2.466734,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1838.9117954099997,10.568977753563615,27.508842,2.461405,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1838.8133254099998,10.616026265348143,27.302387,2.460521,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1838.71485541,10.414479920765933,27.011215,2.469365,76.83899999999994,1782.7512,1859.5901999999999
EVD-01,136997.0,441189.0,1838.6163854099998,10.033511521786902,26.998192,2.486041,76.83899999999994,1782.7512,1859.5901999999999
